episode_id,commanded_vx,direction,outcome,survival_time_s
0,0.2,forward,timeout,10.0
1,0.2,forward,timeout,10.0
2,0.2,forward,timeout,10.0
3,0.2,forward,timeout,10.0
4,0.2,forward,timeout,10.0
5,0.4,forward,timeout,10.0
6,0.4,forward,timeout,10.0
7,0.4,forward,timeout,10.0
8,0.4,forward,timeout,10.0
9,0.4,forward,timeout,10.0
10,0.6,forward,fall,6.826
11,0.6,forward,timeout,10.0
12,0.6,forward,timeout,10.0
13,0.6,forward,timeout,10.0
14,0.6,forward,timeout,10.0
15,0.8,forward,fall,5.024
16,0.8,forward,fall,1.172
17,0.8,forward,fall,5.598
18,0.8,forward,timeout,10.0
19,0.8,forward,fall,4.062
20,1.0,forward,fall,3.426
21,1.0,forward,fall,4.128
22,1.0,forward,fall,5.326
23,1.0,forward,fall,1.266
24,1.0,forward,fall,3.446
25,1.2,forward,fall,3.158
26,1.2,forward,timeout,10.0
27,1.2,forward,fall,2.836
28,1.2,forward,fall,3.058
29,1.2,forward,fall,3.794
30,1.4,forward,fall,1.212
31,1.4,forward,timeout,10.0
32,1.4,forward,fall,3.49
33,1.4,forward,fall,1.284
34,1.4,forward,fall,4.59
35,1.6,forward,fall,2.03
36,1.6,forward,fall,4.31
37,1.6,forward,fall,1.218
38,1.6,forward,fall,3.556
39,1.6,forward,fall,7.138
40,1.8,forward,fall,1.176
41,1.8,forward,fall,2.578
42,1.8,forward,fall,3.258
43,1.8,forward,fall,1.41
44,1.8,forward,fall,5.726
45,2.0,forward,timeout,10.0
46,2.0,forward,fall,5.434
47,2.0,forward,fall,1.852
48,2.0,forward,fall,2.284
49,2.0,forward,timeout,10.0
50,2.2,forward,fall,3.632
51,2.2,forward,fall,0.762
52,2.2,forward,fall,4.166
53,2.2,forward,fall,1.006
54,2.2,forward,fall,2.826
55,2.4,forward,fall,2.24
56,2.4,forward,fall,3.878
57,2.4,forward,fall,1.978
58,2.4,forward,fall,2.732
59,2.4,forward,fall,1.934
60,2.6,forward,fall,1.732
61,2.6,forward,fall,1.9
62,2.6,forward,fall,2.076
63,2.6,forward,fall,1.894
64,2.6,forward,fall,2.292
65,2.8,forward,fall,2.338
66,2.8,forward,fall,1.342
67,2.8,forward,fall,6.386
68,2.8,forward,fall,2.046
69,2.8,forward,fall,2.982
70,3.0,forward,fall,2.734
71,3.0,forward,fall,2.048
72,3.0,forward,fall,1.83
73,3.0,forward,fall,3.234
74,3.0,forward,fall,0.79
